session_id,session_request_count,session_duration_seconds,requests_per_minute,failed_auth_ratio,error_ratio,unique_endpoint_count,endpoint_diversity,mean_request_interval,request_interval_std,night_activity_ratio,total_geo_distance_km,max_geo_distance_km,mean_geo_distance_km,burst_score,label,scenario,user_id,ip_address,frequency_risk,authentication_risk,error_risk,endpoint_risk,timing_risk,geographic_risk,burst_risk,abuse_score,risk_classification,detection_reasons
session_01ee3a84d1d7,30,820.0,2.1951219512195124,0.0666666666666666,0.1333333333333333,9,0.3,27.33333333333333,22.957732276171527,1.0,0.0,0.0,0.0,0.0333333333333333,0,normal,user_1528,192.168.25.17,0.0,6.66666666666666,13.33333333333333,66.66666666666666,0,0.0,3.33333333333333,9.83,NORMAL,No major behavioral anomaly detected
session_020223bcedc7,33,1223.0,1.6189697465249386,0.0303030303030303,0.1212121212121212,12,0.3636363636363636,37.06060606060606,47.13871776068174,0.0,0.0,0.0,0.0,0.0303030303030303,0,normal,user_1063,192.168.167.195,0.0,3.03030303030303,12.12121212121212,100.0,0,0.0,3.03030303030303,12.27,NORMAL,Unusual endpoint exploration
session_020ca4f73a6b,21,442.0,2.8506787330316743,0.0,0.1428571428571428,8,0.3809523809523809,21.047619047619047,25.58608252639741,0.0,0.0,0.0,0.0,0.1428571428571428,0,normal,user_1172,192.168.52.88,0.0,0.0,14.28571428571428,55.55555555555556,0,0.0,14.28571428571428,9.13,NORMAL,No major behavioral anomaly detected
session_02121e4552e4,22,645.0,2.046511627906977,0.0,0.2272727272727272,11,0.5,29.318181818181817,27.46666614130206,1.0,0.0,0.0,0.0,0.0454545454545454,0,normal,user_1479,192.168.224.68,0.0,0.0,22.72727272727272,88.88888888888889,0,0.0,4.54545454545454,11.84,NORMAL,Unusual endpoint exploration
session_0215ac21554d,34,389.0,5.244215938303342,0.3823529411764705,0.1470588235294117,6,0.1764705882352941,11.441176470588236,7.1401178857537,0.0,0.0,0.0,0.0,0.0,1,stealth_abuse,user_0875,192.168.224.9,0.0,38.23529411764705,14.705882352941169,33.33333333333333,0,0.0,0.0,12.45,NORMAL,No major behavioral anomaly detected
session_021961f00688,27,953.0,1.6998950682056664,0.0,0.074074074074074,12,0.4444444444444444,35.2962962962963,36.31678443789912,0.0,0.0,0.0,0.0,0.037037037037037,0,normal,user_1402,192.168.162.132,0.0,0.0,7.4074074074074,100.0,0,0.0,3.7037037037037,11.3,NORMAL,Unusual endpoint exploration
session_022db8e2e6c6,43,78.0,33.07692307692307,0.6511627906976745,0.9069767441860463,1,0.0232558139534883,1.813953488372093,0.9064796888825414,1.0,0.0,0.0,0.0,0.2325581395348837,1,brute_force,user_0039,192.168.29.76,46.153846153846146,65.11627906976744,90.69767441860463,0.0,100,0.0,23.25581395348837,49.81,SUSPICIOUS,High failed authentication ratio; High API error ratio; Very short request intervals
session_0231e5b11bd3,29,15.0,116.0,0.0689655172413793,0.5172413793103449,13,0.4482758620689655,0.5172413793103449,0.5085476277156078,1.0,0.0,0.0,0.0,0.5172413793103449,1,flooding,user_0902,192.168.117.1,100.0,6.89655172413793,51.724137931034484,100.0,100,0.0,51.724137931034484,59.31,SUSPICIOUS,High request frequency; High API error ratio; Unusual endpoint exploration; Very short request intervals
session_02553d5c0280,27,7829.0,0.206922978669051,0.1111111111111111,0.3333333333333333,12,0.4444444444444444,289.962962962963,289.1939037395394,0.9629629629629628,0.0,0.0,0.0,0.1111111111111111,1,unusual_timing,user_0493,192.168.8.82,0.0,11.11111111111111,33.33333333333333,100.0,0,0.0,11.11111111111111,17.22,NORMAL,Unusual endpoint exploration
session_026177017a62,42,103.0,24.466019417475728,0.0714285714285714,0.2857142857142857,4,0.0952380952380952,2.452380952380953,1.365112002058778,0.0,0.0,0.0,0.0,0.238095238095238,1,endpoint_spam,user_0962,192.168.236.39,28.932038834951456,7.14285714285714,28.57142857142857,11.11111111111111,70,0.0,23.8095238095238,25.25,NORMAL,Very short request intervals
session_0266904d17f5,14,300.0,2.8,0.0,0.0,8,0.5714285714285714,21.428571428571427,16.041840896251877,0.0,0.0,0.0,0.0,0.0,0,normal,user_0738,192.168.98.146,0.0,0.0,0.0,55.55555555555556,0,0.0,0.0,5.56,NORMAL,No major behavioral anomaly detected
session_02881b8f8bf7,15,247.0,3.643724696356276,0.2666666666666666,0.4,10,0.6666666666666666,16.466666666666665,8.911202152881721,0.0,77219.93661709798,13299.472279504664,5147.995774473198,0.0,1,geo_anomaly,user_0944,192.168.179.112,0.0,26.66666666666666,40.0,77.77777777777779,0,100.0,0.0,27.11,NORMAL,Unusual endpoint exploration; Large geographic movement
session_0299e4aea61c,33,757.0,2.6155878467635403,0.0,0.2121212121212121,10,0.303030303030303,22.939393939393938,21.813039955980734,0.0,0.0,0.0,0.0,0.0303030303030303,0,normal,user_1145,192.168.78.174,0.0,0.0,21.21212121212121,77.77777777777779,0,0.0,3.03030303030303,10.35,NORMAL,Unusual endpoint exploration
session_02bac91fb105,24,801.0,1.797752808988764,0.0,0.0833333333333333,12,0.5,33.375,39.46028548344249,0.0,6505.801292525281,6505.801292525281,271.07505385522,0.0,0,normal,user_0372,192.168.4.92,0.0,0.0,8.33333333333333,100.0,0,100.0,0.0,20.83,NORMAL,Unusual endpoint exploration; Large geographic movement
session_02c4aebc404f,32,903.0,2.1262458471760795,0.0,0.0625,12,0.375,28.21875,31.063654080592475,0.0,0.0,0.0,0.0,0.03125,0,normal,user_1842,192.168.27.104,0.0,0.0,6.25,100.0,0,0.0,3.125,11.09,NORMAL,Unusual endpoint exploration
session_02cc28acd61f,10,278.0,2.158273381294964,0.0,0.2,6,0.6,27.8,22.938565294668667,1.0,0.0,0.0,0.0,0.0,0,normal,user_1461,192.168.239.104,0.0,0.0,20.0,33.33333333333333,0,0.0,0.0,5.33,NORMAL,No major behavioral anomaly detected
session_02ced726bdcd,12,32.0,22.5,0.0,0.5833333333333334,4,0.3333333333333333,2.6666666666666665,1.7232808737106582,1.0,0.0,0.0,0.0,0.25,1,endpoint_spam,user_1239,192.168.215.212,25.0,0.0,58.333333333333336,11.11111111111111,70,0.0,25.0,26.19,NORMAL,High API error ratio; Very short request intervals
session_02d2fb0ca8f2,7,122.0,3.4426229508196724,0.1428571428571428,0.0,4,0.5714285714285714,17.428571428571427,15.511900193691538,0.0,0.0,0.0,0.0,0.0,0,normal,user_1321,192.168.66.139,0.0,14.28571428571428,0.0,11.11111111111111,0,0.0,0.0,3.97,NORMAL,No major behavioral anomaly detected
session_02d5cd8f2981,14,252.0,3.333333333333333,0.0,0.1428571428571428,11,0.7857142857142857,18.0,18.522335788904247,1.0,0.0,0.0,0.0,0.0,0,normal,user_0436,192.168.131.50,0.0,0.0,14.28571428571428,88.88888888888889,0,0.0,0.0,10.32,NORMAL,Unusual endpoint exploration
session_02dc71b2e05d,12,278.0,2.5899280575539567,0.0,0.0,7,0.5833333333333334,23.166666666666668,16.595910412636073,1.0,0.0,0.0,0.0,0.0,0,normal,user_1986,192.168.44.179,0.0,0.0,0.0,44.44444444444444,0,0.0,0.0,4.44,NORMAL,No major behavioral anomaly detected
session_02df4bd54dcb,12,30.0,24.0,0.0,0.5,4,0.3333333333333333,2.5,1.5666989036012806,1.0,0.0,0.0,0.0,0.25,1,endpoint_spam,user_0622,192.168.129.199,28.000000000000004,0.0,50.0,11.11111111111111,70,0.0,25.0,25.96,NORMAL,High API error ratio; Very short request intervals
session_0316437ccb9e,23,28.0,49.285714285714285,0.0869565217391304,0.1304347826086956,10,0.4347826086956521,1.2173913043478262,0.5184348595120819,0.0,0.0,0.0,0.0,0.6956521739130435,0,normal,user_1727,192.168.199.11,78.57142857142857,8.695652173913041,13.04347826086956,77.77777777777779,100,0.0,69.56521739130434,51.97,SUSPICIOUS,High request frequency; Unusual endpoint exploration; Very short request intervals
session_0318b46f64d8,27,49.0,33.06122448979592,0.8518518518518519,1.0,1,0.037037037037037,1.8148148148148149,0.9214135059802676,0.0,0.0,0.0,0.0,0.2962962962962963,1,brute_force,user_0161,192.168.71.113,46.12244897959184,85.18518518518519,100.0,0.0,100,0.0,29.629629629629626,55.71,SUSPICIOUS,High failed authentication ratio; High API error ratio; Very short request intervals
session_0319a92857a8,41,53.0,46.41509433962264,0.024390243902439,0.2195121951219512,12,0.2926829268292683,1.2926829268292683,0.5120499213467565,0.0,0.0,0.0,0.0,0.6585365853658537,0,normal,user_1897,192.168.43.10,72.83018867924528,2.4390243902439,21.95121951219512,100.0,100,0.0,65.85365853658537,52.13,SUSPICIOUS,High request frequency; Unusual endpoint exploration; Very short request intervals
session_032bbc3da98b,23,29.0,47.58620689655172,0.0,0.0869565217391304,9,0.391304347826087,1.2608695652173914,0.540823555863717,1.0,0.0,0.0,0.0,0.6521739130434783,0,normal,user_1272,192.168.100.169,75.17241379310344,0.0,8.695652173913041,66.66666666666666,100,0.0,65.21739130434783,47.35,SUSPICIOUS,High request frequency; Very short request intervals
session_0331da0c76e1,15,503.0,1.7892644135188869,0.1333333333333333,0.1333333333333333,9,0.6,33.53333333333333,28.42500575867932,1.0,0.0,0.0,0.0,0.0,0,normal,user_1049,192.168.46.187,0.0,13.33333333333333,13.33333333333333,66.66666666666666,0,0.0,0.0,10.67,NORMAL,No major behavioral anomaly detected
session_0343a54c745f,21,26.0,48.46153846153846,0.0,0.0,9,0.4285714285714285,1.238095238095238,0.5389584311207966,1.0,0.0,0.0,0.0,0.6666666666666666,0,normal,user_1679,192.168.140.134,76.92307692307692,0.0,0.0,66.66666666666666,100,0.0,66.66666666666666,47.05,SUSPICIOUS,High request frequency; Very short request intervals
session_03480c704edb,22,51.0,25.88235294117647,0.0909090909090909,0.1818181818181818,4,0.1818181818181818,2.3181818181818183,1.4924050144892729,1.0,0.0,0.0,0.0,0.1818181818181818,1,endpoint_spam,user_1358,192.168.82.125,31.76470588235294,9.09090909090909,18.18181818181818,11.11111111111111,70,0.0,18.18181818181818,24.33,NORMAL,Very short request intervals
session_0359869d21da,22,28.0,47.14285714285714,0.0454545454545454,0.0454545454545454,13,0.5909090909090909,1.2727272727272727,0.5504818825631803,1.0,0.0,0.0,0.0,0.6363636363636364,0,normal,user_0950,192.168.133.201,74.28571428571428,4.54545454545454,4.54545454545454,100.0,100,0.0,63.63636363636363,50.77,SUSPICIOUS,High request frequency; Unusual endpoint exploration; Very short request intervals
session_036559dd0ae5,21,704.0,1.7897727272727273,0.0476190476190476,0.1428571428571428,8,0.3809523809523809,33.523809523809526,28.13293274370635,0.0,0.0,0.0,0.0,0.0,0,normal,user_1966,192.168.185.152,0.0,4.76190476190476,14.28571428571428,55.55555555555556,0,0.0,0.0,7.94,NORMAL,No major behavioral anomaly detected
session_0397dfcca9de,19,259.0,4.401544401544402,0.0,0.0526315789473684,9,0.4736842105263157,13.63157894736842,13.238036638228786,1.0,0.0,0.0,0.0,0.4210526315789473,0,normal,user_0506,192.168.91.62,0.0,0.0,5.26315789473684,66.66666666666666,0,0.0,42.105263157894726,13.51,NORMAL,No major behavioral anomaly detected
session_0399b68e34bd,15,22.0,40.909090909090914,0.6,0.8666666666666667,1,0.0666666666666666,1.4666666666666666,1.0600988273786194,0.0,0.0,0.0,0.0,0.3333333333333333,1,brute_force,user_1663,192.168.158.189,61.81818181818183,60.0,86.66666666666667,0.0,100,0.0,33.33333333333333,53.03,SUSPICIOUS,High failed authentication ratio; High API error ratio; Very short request intervals
session_039d0fce72c9,24,722.0,1.994459833795014,0.0416666666666666,0.125,8,0.3333333333333333,30.08333333333333,35.34539717486953,0.0,0.0,0.0,0.0,0.0416666666666666,0,normal,user_0380,192.168.123.217,0.0,4.16666666666666,12.5,55.55555555555556,0,0.0,4.16666666666666,8.26,NORMAL,No major behavioral anomaly detected
session_03ad143dd784,20,318.0,3.7735849056603774,0.15,0.3,9,0.45,15.9,7.447359122181288,0.0,88059.3879859903,9315.995105735712,4402.969399299514,0.0,1,geo_anomaly,user_1012,192.168.128.8,0.0,15.0,30.0,66.66666666666666,0,100.0,0.0,22.67,NORMAL,Large geographic movement
session_03aefcc24245,11,359.0,1.8384401114206128,0.0,0.0,7,0.6363636363636364,32.63636363636363,42.02683125640744,0.0,0.0,0.0,0.0,0.0,0,normal,user_1009,192.168.24.232,0.0,0.0,0.0,44.44444444444444,0,0.0,0.0,4.44,NORMAL,No major behavioral anomaly detected
session_03c7b8277a89,26,532.0,2.932330827067669,0.0384615384615384,0.1153846153846153,11,0.4230769230769231,20.46153846153846,17.330275864465097,0.0,0.0,0.0,0.0,0.1538461538461538,0,normal,user_1753,192.168.118.128,0.0,3.84615384615384,11.53846153846153,88.88888888888889,0,0.0,15.38461538461538,13.12,NORMAL,Unusual endpoint exploration
session_03d2d018ceba,47,62.0,45.48387096774193,0.0212765957446808,0.0851063829787234,13,0.2765957446808511,1.319148936170213,0.5558535535444333,0.0,0.0,0.0,0.0,0.5957446808510638,0,normal,user_1590,192.168.188.50,70.96774193548386,2.1276595744680797,8.51063829787234,100.0,100,0.0,59.57446808510638,49.41,SUSPICIOUS,High request frequency; Unusual endpoint exploration; Very short request intervals
session_03d94eef018d,31,39.0,47.69230769230769,0.0,0.1290322580645161,14,0.4516129032258064,1.2580645161290325,0.6307530914435467,0.0,0.0,0.0,0.0,0.5483870967741935,0,normal,user_0507,192.168.171.172,75.38461538461539,0.0,12.90322580645161,100.0,100,0.0,54.83870967741935,49.59,SUSPICIOUS,High request frequency; Unusual endpoint exploration; Very short request intervals
session_03fc137711c9,30,1009.0,1.78394449950446,0.0,0.1333333333333333,13,0.4333333333333333,33.63333333333333,30.00860029981444,0.0,0.0,0.0,0.0,0.0333333333333333,0,normal,user_0761,192.168.24.104,0.0,0.0,13.33333333333333,100.0,0,0.0,3.33333333333333,11.83,NORMAL,Unusual endpoint exploration
session_041a97d031cb,25,344.0,4.3604651162790695,0.16,0.28,6,0.24,13.76,6.796322535018478,0.0,0.0,0.0,0.0,0.0,1,stealth_abuse,user_1338,192.168.12.180,0.0,16.0,28.000000000000004,33.33333333333333,0,0.0,0.0,9.33,NORMAL,No major behavioral anomaly detected
session_041cd9ffc269,26,62.0,25.161290322580644,0.0769230769230769,0.3846153846153846,4,0.1538461538461538,2.3846153846153846,1.38785944755002,0.0,0.0,0.0,0.0,0.1923076923076923,1,endpoint_spam,user_0303,192.168.219.85,30.32258064516129,7.69230769230769,38.46153846153846,11.11111111111111,70,0.0,19.23076923076923,25.94,NORMAL,Very short request intervals
session_04372d706a07,23,610.0,2.2622950819672134,0.0869565217391304,0.0434782608695652,10,0.4347826086956521,26.52173913043478,20.026958116084405,0.0,0.0,0.0,0.0,0.0,0,normal,user_0130,192.168.231.148,0.0,8.695652173913041,4.347826086956521,77.77777777777779,0,0.0,0.0,9.95,NORMAL,Unusual endpoint exploration
session_044cbf3e1bfb,19,45.0,25.33333333333333,0.2105263157894736,0.3157894736842105,4,0.2105263157894736,2.3684210526315788,1.4985372985307104,1.0,0.0,0.0,0.0,0.1052631578947368,1,endpoint_spam,user_1475,192.168.142.239,30.666666666666657,21.05263157894736,31.57894736842105,11.11111111111111,70,0.0,10.52631578947368,26.69,NORMAL,Very short request intervals
session_045b5e42b8ae,26,663.0,2.352941176470588,0.0,0.0769230769230769,11,0.4230769230769231,25.5,27.685736399814257,1.0,0.0,0.0,0.0,0.0384615384615384,0,normal,user_1072,192.168.26.85,0.0,0.0,7.69230769230769,88.88888888888889,0,0.0,3.84615384615384,10.24,NORMAL,Unusual endpoint exploration
session_0464279e1cb8,21,33.0,38.18181818181818,0.8095238095238095,0.8571428571428571,1,0.0476190476190476,1.5714285714285714,0.8106434833777775,0.0,0.0,0.0,0.0,0.4761904761904761,1,brute_force,user_1863,192.168.184.252,56.36363636363636,80.95238095238095,85.71428571428571,0.0,100,0.0,47.61904761904761,58.18,SUSPICIOUS,High failed authentication ratio; High API error ratio; Very short request intervals
session_0468086223aa,39,663.0,3.5294117647058822,0.0512820512820512,0.1282051282051282,13,0.3333333333333333,17.0,15.536036207882356,1.0,0.0,0.0,0.0,0.2564102564102564,0,normal,user_1204,192.168.185.159,0.0,5.12820512820512,12.82051282051282,100.0,0,0.0,25.64102564102564,16.15,NORMAL,Unusual endpoint exploration
session_047270865420,14,253.0,3.3201581027667983,0.1428571428571428,0.0714285714285714,7,0.5,18.071428571428573,18.42015737723752,1.0,0.0,0.0,0.0,0.0,0,normal,user_0574,192.168.197.147,0.0,14.28571428571428,7.14285714285714,44.44444444444444,0,0.0,0.0,8.02,NORMAL,No major behavioral anomaly detected
session_0477ed49137b,23,7607.0,0.1814118574996713,0.2608695652173913,0.1304347826086956,10,0.4347826086956521,330.7391304347826,316.3207832954769,1.0,0.0,0.0,0.0,0.1304347826086956,1,unusual_timing,user_0401,192.168.90.217,0.0,26.08695652173913,13.04347826086956,77.77777777777779,0,0.0,13.04347826086956,16.26,NORMAL,Unusual endpoint exploration
session_048f80bd1052,47,21.0,134.2857142857143,0.0851063829787234,0.3191489361702128,13,0.2765957446808511,0.4468085106382978,0.5025375018797699,0.0,0.0,0.0,0.0,0.4468085106382978,1,flooding,user_1395,192.168.39.48,100.0,8.51063829787234,31.914893617021278,100.0,100,0.0,44.68085106382978,56.6,SUSPICIOUS,High request frequency; Unusual endpoint exploration; Very short request intervals
session_048fb855a53d,17,4473.0,0.2280348759221998,0.0,0.2352941176470588,8,0.4705882352941176,263.11764705882354,294.93386596679204,1.0,0.0,0.0,0.0,0.1176470588235294,1,unusual_timing,user_0967,192.168.58.206,0.0,0.0,23.52941176470588,55.55555555555556,0,0.0,11.76470588235294,9.67,NORMAL,No major behavioral anomaly detected
