timestamp,user_id,ip_address,session_id,endpoint,http_method,status_code,response_time_ms,auth_success,latitude,longitude,location,user_agent,request_size,response_size,scenario,label
2026-01-01 00:01:49,user_1100,192.168.67.82,session_40835e558103,/api/profile,PUT,200,153.44,True,19.076,72.8777,Mumbai,Chrome,4585,1105,normal,0
2026-01-01 00:01:56,user_1100,192.168.67.82,session_40835e558103,/api/recommendations,GET,200,125.46,True,19.076,72.8777,Mumbai,Chrome,910,32400,normal,0
2026-01-01 00:02:04,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,429,86.52,False,18.5204,73.8567,Pune,Chrome,1004,43301,brute_force,1
2026-01-01 00:02:04,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,429,265.12,False,18.5204,73.8567,Pune,Chrome,284,49825,brute_force,1
2026-01-01 00:02:05,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,176.25,True,18.5204,73.8567,Pune,Chrome,1524,22611,brute_force,1
2026-01-01 00:02:07,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,200,264.62,False,18.5204,73.8567,Pune,Chrome,1154,40932,brute_force,1
2026-01-01 00:02:10,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,403,248.88,False,18.5204,73.8567,Pune,Chrome,569,5374,brute_force,1
2026-01-01 00:02:12,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,403,135.42,True,18.5204,73.8567,Pune,Chrome,4584,48702,brute_force,1
2026-01-01 00:02:12,user_0378,192.168.57.243,session_115cbb0afce1,/api/users,PUT,200,207.11,True,28.6139,77.209,Delhi,MobileApp,529,28281,normal,0
2026-01-01 00:02:13,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,250.17,False,18.5204,73.8567,Pune,Chrome,659,2302,brute_force,1
2026-01-01 00:02:13,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,220.67,False,18.5204,73.8567,Pune,Chrome,872,27413,brute_force,1
2026-01-01 00:02:15,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,281.3,False,18.5204,73.8567,Pune,Chrome,4641,45817,brute_force,1
2026-01-01 00:02:18,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,164.95,False,18.5204,73.8567,Pune,Chrome,825,6411,brute_force,1
2026-01-01 00:02:20,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,194.85,False,18.5204,73.8567,Pune,Chrome,1422,12524,brute_force,1
2026-01-01 00:02:23,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,54.02,False,18.5204,73.8567,Pune,Chrome,1120,7683,brute_force,1
2026-01-01 00:02:24,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,300.15,False,18.5204,73.8567,Pune,Chrome,2968,28469,brute_force,1
2026-01-01 00:02:26,user_0297,192.168.248.152,session_621e6c0ea2e9,/api/orders,PUT,200,188.19,True,22.5726,88.3639,Kolkata,Chrome,3995,23943,normal,0
2026-01-01 00:02:26,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,237.48,True,18.5204,73.8567,Pune,Chrome,4671,1165,brute_force,1
2026-01-01 00:02:27,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,224.04,True,18.5204,73.8567,Pune,Chrome,1296,48804,brute_force,1
2026-01-01 00:02:29,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,200,50.79,True,18.5204,73.8567,Pune,Chrome,4807,35311,brute_force,1
2026-01-01 00:02:31,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,229.88,False,18.5204,73.8567,Pune,Chrome,2761,42647,brute_force,1
2026-01-01 00:02:34,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,208.89,False,18.5204,73.8567,Pune,Chrome,3356,10346,brute_force,1
2026-01-01 00:02:36,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,403,186.31,False,18.5204,73.8567,Pune,Chrome,4126,30052,brute_force,1
2026-01-01 00:02:38,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,216.37,True,18.5204,73.8567,Pune,Chrome,2381,31356,brute_force,1
2026-01-01 00:02:38,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,198.02,False,18.5204,73.8567,Pune,Chrome,2707,3853,brute_force,1
2026-01-01 00:02:38,user_0297,192.168.248.152,session_621e6c0ea2e9,/api/users,GET,200,190.63,True,22.5726,88.3639,Kolkata,Chrome,3502,20418,normal,0
2026-01-01 00:02:39,user_0481,192.168.197.73,session_d482e8aed72d,/api/products/search,GET,200,162.78,True,13.0827,80.2707,Chennai,MobileApp,999,39976,endpoint_spam,1
2026-01-01 00:02:40,user_1100,192.168.67.82,session_40835e558103,/api/users,POST,200,194.77,True,19.076,72.8777,Mumbai,Chrome,1349,5486,normal,0
2026-01-01 00:02:40,user_0481,192.168.197.73,session_d482e8aed72d,/api/orders,GET,200,155.65,True,13.0827,80.2707,Chennai,MobileApp,4901,17660,endpoint_spam,1
2026-01-01 00:02:40,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,403,232.91,False,18.5204,73.8567,Pune,Chrome,3789,19420,brute_force,1
2026-01-01 00:02:40,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,429,213.21,False,18.5204,73.8567,Pune,Chrome,2533,5016,brute_force,1
2026-01-01 00:02:41,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,180.97,False,18.5204,73.8567,Pune,Chrome,4548,38874,brute_force,1
2026-01-01 00:02:43,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,401,228.53,False,18.5204,73.8567,Pune,Chrome,2574,30480,brute_force,1
2026-01-01 00:02:44,user_0481,192.168.197.73,session_d482e8aed72d,/api/users,GET,200,143.16,True,13.0827,80.2707,Chennai,MobileApp,4334,24189,endpoint_spam,1
2026-01-01 00:02:45,user_0297,192.168.248.152,session_621e6c0ea2e9,/api/profile,GET,200,286.64,True,22.5726,88.3639,Kolkata,Chrome,4831,3849,normal,0
2026-01-01 00:02:45,user_1100,192.168.67.82,session_40835e558103,/api/users,PUT,200,231.53,False,19.076,72.8777,Mumbai,Chrome,3967,6373,normal,0
2026-01-01 00:02:45,user_0452,192.168.155.122,session_b6ce939ebf3b,/api/login,POST,200,147.39,True,18.5204,73.8567,Pune,Chrome,2518,42832,brute_force,1
2026-01-01 00:02:47,user_0481,192.168.197.73,session_d482e8aed72d,/api/orders,GET,200,202.44,True,13.0827,80.2707,Chennai,MobileApp,2063,15501,endpoint_spam,1
2026-01-01 00:02:47,user_0481,192.168.197.73,session_d482e8aed72d,/api/orders,GET,200,162.0,True,13.0827,80.2707,Chennai,MobileApp,2312,38065,endpoint_spam,1
2026-01-01 00:02:48,user_0481,192.168.197.73,session_d482e8aed72d,/api/products/search,GET,200,263.89,True,13.0827,80.2707,Chennai,MobileApp,3511,2208,endpoint_spam,1
2026-01-01 00:02:52,user_0481,192.168.197.73,session_d482e8aed72d,/api/products,PUT,429,194.15,True,13.0827,80.2707,Chennai,MobileApp,3989,32613,endpoint_spam,1
2026-01-01 00:02:56,user_0481,192.168.197.73,session_d482e8aed72d,/api/products/search,GET,404,215.27,True,13.0827,80.2707,Chennai,MobileApp,1267,28870,endpoint_spam,1
2026-01-01 00:02:56,user_0378,192.168.57.243,session_115cbb0afce1,/api/users,POST,200,172.21,True,28.6139,77.209,Delhi,MobileApp,2963,25851,normal,0
2026-01-01 00:02:56,user_1212,192.168.233.29,session_8ff12f286829,/api/products,GET,200,195.55,True,26.9124,75.7873,Jaipur,Firefox,747,39122,normal,0
2026-01-01 00:02:58,user_0027,192.168.234.242,session_64ad8560a418,/api/users,POST,200,87.59,True,22.5726,88.3639,Kolkata,Firefox,4833,35591,normal,0
2026-01-01 00:03:00,user_0297,192.168.248.152,session_621e6c0ea2e9,/api/settings,GET,200,220.37,True,22.5726,88.3639,Kolkata,Chrome,1995,22564,normal,0
2026-01-01 00:03:01,user_0481,192.168.197.73,session_d482e8aed72d,/api/orders,POST,500,118.56,True,13.0827,80.2707,Chennai,MobileApp,4613,23577,endpoint_spam,1
2026-01-01 00:03:05,user_1212,192.168.233.29,session_8ff12f286829,/api/products/search,GET,200,164.72,True,26.9124,75.7873,Jaipur,Firefox,4698,23801,normal,0
2026-01-01 00:03:05,user_0481,192.168.197.73,session_d482e8aed72d,/api/products/search,PUT,200,276.6,True,13.0827,80.2707,Chennai,MobileApp,1524,44236,endpoint_spam,1
2026-01-01 00:03:08,user_0481,192.168.197.73,session_d482e8aed72d,/api/products,GET,404,95.16,False,13.0827,80.2707,Chennai,MobileApp,946,28224,endpoint_spam,1
2026-01-01 00:03:09,user_1212,192.168.233.29,session_8ff12f286829,/api/orders,POST,200,190.99,True,26.9124,75.7873,Jaipur,Firefox,2289,38759,normal,0
2026-01-01 00:03:10,user_1212,192.168.233.29,session_8ff12f286829,/api/products,GET,201,189.96,True,26.9124,75.7873,Jaipur,Firefox,4121,45209,normal,0
2026-01-01 00:03:11,user_0481,192.168.197.73,session_d482e8aed72d,/api/products/search,GET,404,227.94,True,13.0827,80.2707,Chennai,MobileApp,2682,6270,endpoint_spam,1
2026-01-01 00:03:15,user_0481,192.168.197.73,session_d482e8aed72d,/api/products,GET,200,101.08,True,13.0827,80.2707,Chennai,MobileApp,3574,35027,endpoint_spam,1
2026-01-01 00:03:16,user_0481,192.168.197.73,session_d482e8aed72d,/api/users,GET,200,45.17,True,13.0827,80.2707,Chennai,MobileApp,1074,7425,endpoint_spam,1
2026-01-01 00:03:20,user_0481,192.168.197.73,session_d482e8aed72d,/api/products/search,GET,200,79.67,True,13.0827,80.2707,Chennai,MobileApp,1929,30387,endpoint_spam,1
2026-01-01 00:03:23,user_0481,192.168.197.73,session_d482e8aed72d,/api/orders,PUT,200,298.53,True,13.0827,80.2707,Chennai,MobileApp,1553,19997,endpoint_spam,1
2026-01-01 00:03:24,user_0027,192.168.234.242,session_64ad8560a418,/api/profile,GET,200,299.0,True,22.5726,88.3639,Kolkata,Firefox,4008,10480,normal,0
2026-01-01 00:03:25,user_0481,192.168.197.73,session_d482e8aed72d,/api/users,POST,404,149.94,True,13.0827,80.2707,Chennai,MobileApp,4501,14096,endpoint_spam,1
2026-01-01 00:03:27,user_0378,192.168.57.243,session_115cbb0afce1,/api/profile,GET,200,105.2,True,28.6139,77.209,Delhi,MobileApp,1949,33377,normal,0
2026-01-01 00:03:27,user_0481,192.168.197.73,session_d482e8aed72d,/api/users,GET,200,197.12,True,13.0827,80.2707,Chennai,MobileApp,3931,17466,endpoint_spam,1
2026-01-01 00:03:29,user_0378,192.168.57.243,session_115cbb0afce1,/api/orders,PUT,200,216.38,True,28.6139,77.209,Delhi,MobileApp,3855,9821,normal,0
2026-01-01 00:03:30,user_0481,192.168.197.73,session_d482e8aed72d,/api/products,GET,200,157.95,True,13.0827,80.2707,Chennai,MobileApp,3397,14023,endpoint_spam,1
2026-01-01 00:03:31,user_0481,192.168.197.73,session_d482e8aed72d,/api/orders,POST,200,108.45,True,13.0827,80.2707,Chennai,MobileApp,2229,35341,endpoint_spam,1
2026-01-01 00:03:32,user_0715,192.168.39.77,session_538cd81aa1ad,/api/reviews,GET,500,144.16,True,13.0827,80.2707,Chennai,Firefox,4128,43195,normal,0
2026-01-01 00:03:33,user_0481,192.168.197.73,session_d482e8aed72d,/api/products,GET,500,214.69,False,13.0827,80.2707,Chennai,MobileApp,3937,31730,endpoint_spam,1
2026-01-01 00:03:38,user_0481,192.168.197.73,session_d482e8aed72d,/api/users,PUT,200,187.13,True,13.0827,80.2707,Chennai,MobileApp,251,35605,endpoint_spam,1
2026-01-01 00:03:39,user_0481,192.168.197.73,session_d482e8aed72d,/api/orders,POST,200,152.49,True,13.0827,80.2707,Chennai,MobileApp,1323,4060,endpoint_spam,1
2026-01-01 00:03:42,user_0481,192.168.197.73,session_d482e8aed72d,/api/orders,GET,200,20.0,True,13.0827,80.2707,Chennai,MobileApp,2483,45482,endpoint_spam,1
2026-01-01 00:03:44,user_0481,192.168.197.73,session_d482e8aed72d,/api/products,GET,200,162.45,True,13.0827,80.2707,Chennai,MobileApp,1238,36622,endpoint_spam,1
2026-01-01 00:03:45,user_0378,192.168.57.243,session_115cbb0afce1,/api/orders,POST,200,243.04,True,28.6139,77.209,Delhi,MobileApp,991,35505,normal,0
2026-01-01 00:03:45,user_0378,192.168.57.243,session_115cbb0afce1,/api/orders,POST,200,243.04,True,28.6139,77.209,Delhi,MobileApp,991,35505,normal,0
2026-01-01 00:03:45,user_0027,192.168.234.242,session_64ad8560a418,/api/products,POST,200,131.69,True,22.5726,88.3639,Kolkata,Firefox,2627,2134,normal,0
2026-01-01 00:03:46,user_1100,192.168.67.82,session_40835e558103,/api/cart,GET,200,104.56,True,19.076,72.8777,Mumbai,Chrome,2608,46501,normal,0
2026-01-01 00:03:56,user_0297,192.168.248.152,session_621e6c0ea2e9,/api/products/search,GET,200,184.76,True,22.5726,88.3639,Kolkata,Chrome,3537,16070,normal,0
2026-01-01 00:03:59,user_0027,192.168.234.242,session_64ad8560a418,/api/payment,PUT,400,237.47,True,22.5726,88.3639,Kolkata,Firefox,4559,2114,normal,0
2026-01-01 00:04:05,user_1232,192.168.236.125,session_a5cf8268e0a8,/api/orders/history,PUT,200,178.27,True,19.076,72.8777,Mumbai,Edge,4382,43313,normal,0
2026-01-01 00:04:05,user_1232,192.168.236.125,session_a5cf8268e0a8,/api/orders/history,PUT,200,178.27,True,19.076,72.8777,Mumbai,Edge,4382,43313,normal,0
2026-01-01 00:04:11,user_1232,192.168.236.125,session_a5cf8268e0a8,/api/orders,GET,200,173.64,True,19.076,72.8777,Mumbai,Edge,1364,45613,normal,0
2026-01-01 00:04:15,user_1100,192.168.67.82,session_40835e558103,/api/products,GET,200,165.13,True,19.076,72.8777,Mumbai,Chrome,4410,11218,normal,0
2026-01-01 00:04:15,user_0297,192.168.248.152,session_621e6c0ea2e9,/api/cart,PUT,200,211.6,True,22.5726,88.3639,Kolkata,Chrome,4555,12691,normal,0
2026-01-01 00:04:17,user_1100,192.168.67.82,session_40835e558103,/api/products,GET,200,202.57,True,19.076,72.8777,Mumbai,Chrome,285,44254,normal,0
2026-01-01 00:04:25,user_1232,192.168.236.125,session_a5cf8268e0a8,/api/products,GET,200,146.24,True,19.076,72.8777,Mumbai,Edge,615,21711,normal,0
2026-01-01 00:04:30,user_0378,192.168.57.243,session_115cbb0afce1,/api/cart,PUT,200,159.43,True,28.6139,77.209,Delhi,MobileApp,1851,19409,normal,0
2026-01-01 00:04:31,user_0910,192.168.34.152,session_3f9a60478e6e,/api/users,GET,200,202.25,True,12.9716,77.5946,Bangalore,MobileApp,3202,43123,stealth_abuse,1
2026-01-01 00:04:33,user_1212,192.168.233.29,session_8ff12f286829,/api/products/search,GET,404,264.28,True,26.9124,75.7873,Jaipur,Firefox,3880,13140,normal,0
2026-01-01 00:04:44,user_1100,192.168.67.82,session_40835e558103,/api/orders,GET,200,184.75,True,19.076,72.8777,Mumbai,Chrome,1463,36598,normal,0
2026-01-01 00:04:48,user_0910,192.168.34.152,session_3f9a60478e6e,/api/profile,GET,200,108.29,True,12.9716,77.5946,Bangalore,MobileApp,3798,47201,stealth_abuse,1
2026-01-01 00:05:01,user_0910,192.168.34.152,session_3f9a60478e6e,/api/profile,GET,200,281.23,False,12.9716,77.5946,Bangalore,MobileApp,451,21809,stealth_abuse,1
2026-01-01 00:05:01,user_0910,192.168.34.152,session_3f9a60478e6e,/api/profile,GET,200,281.23,False,12.9716,77.5946,Bangalore,MobileApp,451,21809,stealth_abuse,1
2026-01-01 00:05:05,user_0378,192.168.57.243,session_115cbb0afce1,/api/products,GET,401,128.33,True,28.6139,77.209,Delhi,MobileApp,1510,2061,normal,0
2026-01-01 00:05:06,user_0027,192.168.234.242,session_64ad8560a418,/api/login,GET,200,264.66,True,22.5726,88.3639,Kolkata,Firefox,2583,8678,normal,0
2026-01-01 00:05:07,user_1232,192.168.236.125,session_a5cf8268e0a8,/api/settings,GET,200,102.34,True,19.076,72.8777,Mumbai,Edge,3769,27088,normal,0
2026-01-01 00:05:10,user_0297,192.168.248.152,session_621e6c0ea2e9,/api/products,POST,201,208.62,True,22.5726,88.3639,Kolkata,Chrome,845,12548,normal,0
2026-01-01 00:05:11,user_1232,192.168.236.125,session_a5cf8268e0a8,/api/recommendations,PUT,200,180.8,True,19.076,72.8777,Mumbai,Edge,1374,38138,normal,0
2026-01-01 00:05:13,user_1232,192.168.236.125,session_a5cf8268e0a8,/api/products,GET,200,227.59,True,19.076,72.8777,Mumbai,Edge,3729,40752,normal,0
2026-01-01 00:05:14,user_0910,192.168.34.152,session_3f9a60478e6e,/api/profile,POST,200,227.16,True,12.9716,77.5946,Bangalore,MobileApp,3109,18586,stealth_abuse,1
2026-01-01 00:05:18,user_0715,192.168.39.77,session_538cd81aa1ad,/api/notifications,GET,404,200.71,True,13.0827,80.2707,Chennai,Firefox,1044,11401,normal,0
2026-01-01 00:05:25,user_0027,192.168.234.242,session_64ad8560a418,/api/logout,POST,401,155.68,True,22.5726,88.3639,Kolkata,Firefox,4155,36638,normal,0
2026-01-01 00:05:26,user_1232,192.168.236.125,session_a5cf8268e0a8,/api/notifications,GET,200,224.17,True,19.076,72.8777,Mumbai,Edge,1742,11025,normal,0
2026-01-01 00:05:26,user_0297,192.168.248.152,session_621e6c0ea2e9,/api/cart,PUT,200,222.64,True,22.5726,88.3639,Kolkata,Chrome,2353,21837,normal,0
2026-01-01 00:05:27,user_1212,192.168.233.29,session_8ff12f286829,/api/cart,GET,200,200.81,True,26.9124,75.7873,Jaipur,Firefox,770,14531,normal,0
2026-01-01 00:05:29,user_1838,192.168.117.125,session_45bb9271ca6d,/api/cart,GET,200,174.07,True,28.6139,77.209,Delhi,Chrome,1197,20822,flooding,1
2026-01-01 00:05:29,user_1838,192.168.117.125,session_45bb9271ca6d,/api/notifications,POST,429,179.55,False,28.6139,77.209,Delhi,Chrome,3966,45219,flooding,1
2026-01-01 00:05:30,user_1838,192.168.117.125,session_45bb9271ca6d,/api/payment,GET,200,239.05,True,28.6139,77.209,Delhi,Chrome,1647,28279,flooding,1
2026-01-01 00:05:31,user_1838,192.168.117.125,session_45bb9271ca6d,/api/cart,GET,503,112.06,True,28.6139,77.209,Delhi,Chrome,1229,28150,flooding,1
2026-01-01 00:05:31,user_1838,192.168.117.125,session_45bb9271ca6d,/api/recommendations,POST,429,185.1,True,28.6139,77.209,Delhi,Chrome,3121,33177,flooding,1
2026-01-01 00:05:32,user_1838,192.168.117.125,session_45bb9271ca6d,/api/cart,PUT,200,98.67,True,28.6139,77.209,Delhi,Chrome,4900,38111,flooding,1
2026-01-01 00:05:32,user_1838,192.168.117.125,session_45bb9271ca6d,/api/cart,PUT,200,118.64,True,28.6139,77.209,Delhi,Chrome,3382,39696,flooding,1
2026-01-01 00:05:33,user_1838,192.168.117.125,session_45bb9271ca6d,/api/orders,POST,200,219.76,True,28.6139,77.209,Delhi,Chrome,4651,17687,flooding,1
2026-01-01 00:05:33,user_1838,192.168.117.125,session_45bb9271ca6d,/api/products/search,GET,200,179.16,True,28.6139,77.209,Delhi,Chrome,1779,39828,flooding,1
2026-01-01 00:05:34,user_1838,192.168.117.125,session_45bb9271ca6d,/api/settings,POST,200,105.6,True,28.6139,77.209,Delhi,Chrome,3698,30520,flooding,1
2026-01-01 00:05:34,user_0910,192.168.34.152,session_3f9a60478e6e,/api/reviews,GET,200,207.79,True,12.9716,77.5946,Bangalore,MobileApp,4626,22659,stealth_abuse,1
2026-01-01 00:05:34,user_1838,192.168.117.125,session_45bb9271ca6d,/api/products,PUT,429,87.97,True,28.6139,77.209,Delhi,Chrome,2516,8841,flooding,1
2026-01-01 00:05:35,user_0378,192.168.57.243,session_115cbb0afce1,/api/orders/history,PUT,201,233.33,True,28.6139,77.209,Delhi,MobileApp,4362,25160,normal,0
2026-01-01 00:05:35,user_1838,192.168.117.125,session_45bb9271ca6d,/api/login,GET,429,144.84,True,28.6139,77.209,Delhi,Chrome,2047,44410,flooding,1
2026-01-01 00:05:35,user_1838,192.168.117.125,session_45bb9271ca6d,/api/orders,GET,500,110.93,True,28.6139,77.209,Delhi,Chrome,624,17282,flooding,1
2026-01-01 00:05:36,user_1838,192.168.117.125,session_45bb9271ca6d,/api/products/search,POST,200,242.11,True,28.6139,77.209,Delhi,Chrome,1293,7345,flooding,1
2026-01-01 00:05:36,user_1838,192.168.117.125,session_45bb9271ca6d,/api/login,PUT,429,177.57,True,28.6139,77.209,Delhi,Chrome,4108,46003,flooding,1
2026-01-01 00:05:36,user_1838,192.168.117.125,session_45bb9271ca6d,/api/recommendations,GET,429,171.74,True,28.6139,77.209,Delhi,Chrome,1259,24915,flooding,1
2026-01-01 00:05:37,user_1838,192.168.117.125,session_45bb9271ca6d,/api/orders,PUT,503,177.3,True,28.6139,77.209,Delhi,Chrome,4922,12139,flooding,1
2026-01-01 00:05:38,user_1838,192.168.117.125,session_45bb9271ca6d,/api/recommendations,GET,503,149.61,True,28.6139,77.209,Delhi,Chrome,1759,12199,flooding,1
2026-01-01 00:05:38,user_1838,192.168.117.125,session_45bb9271ca6d,/api/notifications,GET,200,117.67,True,28.6139,77.209,Delhi,Chrome,4685,29181,flooding,1
